review_text_processed,polarity
o produto e o esperado e o fornecedor cumpriu o combinado.,1
"uma loja que respeita datas de entrega,e em especial respeita seus clientes.",1
os remedios sao bons e os potes chegaram bem embalados. recomendo.,1
"excelente aquisicao, minha filha ficou muito feliz, excelente produto, de qualidade e muito bonito.",1
produtos de qualidade entregues dentro do prazo.,1
superou minhas espectativas. o abajur tem um otimo tamanho e e lindo. a entrega foi feita muito antes do prazo. satisfeita!,1
"produto chegou antes do prazo,a primeira vista acabamento em perfeitas condicoes,durabilidade somente com o tempo saberei.recomendo!",1
show de loja,1
"produto chegou antes do prazo, super recomendo",1
muito bom,1
"fiz a compra, o produto nao foi entregue,a nota foi emitida dia 21/05/18 a entrega era para o dia 15/05/18, estou aguardando reembolso, nao recomendo a loja, horrivel, nunca mais comprarei com eles !",0
produto de boa qualidade,1
super recomendo chego antes do prazo,1
chegou antes do programado. mto bom!!,1
"produto foi entregue bem antes da data marcada gostei muito de como veio embalado e do profissionalismo,parabens",1
o produto que foi entregue esta correto e correspondeu com a minha expectativa. a entrega ocorreu no prazo. estou satisfeito e recomendo.,1
tudo ok.,1
gosto muito de fazer compras pela stark. ainda nao tive problemas e espero nao ter. estou muito satisfeita!,1
produto totalmente diferente e ainda veio com defeitos gostaria de ter o meu dinheiro de volta,0
mochila incrivel e case para o notebook muito bom e residente.recomendo os produtos e a loja.,1
site confiavel,1
mt bom,1
facil de instalar e de boa qualidade,1
otimo produto minha namorada adorou,1
"comprei o produto em junho. apos pagto disseram q nao tinham o produto em estoque e propuseram vale ou dinheiro em 10d uteis. vencida pelo cansaco, refiz a compra e deu certo 2 meses depois.",1
lixo,0
"chegou em tempo habil o pedido, gostei da eficiencia na entrega, veio dentro do prazo de entrega.",1
"produto chegou sem avarias, antes do prazo, recomendo a loja",1
"o produto ate o momento nao chegou, ja passou e muito do prazo, e ninguem me da um retorno.",0
produto entregue antes do prazo e o conjunto muito lindo.,1
"gostei, produto de boa qualidade",1
"produto entregue corretamente, entregue antes do prazo.",1
"muito bom servico prestado. entrega rapida, controle funcionando perfeitamente",1
recomendo,1
tudo correu muito bem. o que nao entendo e o preco muito mais alto do que comecou a ser cobrado pelo mesmo produto no dia seguinte.,1
nunca tive problemas compras sempre perfeitas.,1
entregou antes do prazo.super recomendo,1
tapete lindo.chegou muito antes do prazo.,1
"chegou antes do prazo, porem os encaixes e um pouco maior que que o tablet 7 polegadas da samsung. nao cai mas esteticamente parece que vai cair.",1
perfeito em todos os quesitos,1
o produto e totalmente diferente do que esta sendo mostrado no site. muito inferior.,0
chegou bem antes do prazo estipulado!,1
"excelente produto, bonito e sofisticado.",1
"muito eficientes e rapidos, menos de uma semana o produto estava no endereco solicitado.",1
meu produto n chegou entao n vou falar nada,0
otimo custo beneficio... comprei pra dar de presente e a pessoa adorou. fragrancia moderna e nada enjoativa.,1
pedi um obd2 v1.5 bluetooth e veio wifi,0
"linda !material resistente, tamanho ideal!perfeita e preco bem acessivel! lannister sempre de parabens! entrega sempre no prazo!",1
"produto original, de qualidade! rapida entrega.",1
gostaria de saber se ainda ira chegar ou se nao vai vim ???,0
parabens pela respeito ao consumidor !,1
entregue no prazo. tudo ok.,1
produto igual da foto!! recomendo! entrega bem antes do previsto!!,1
produto de qualidade excelente e muito bonito!,1
"no mesmo dia que usei ja encheu de bolinhas, fino demais",0
"comprei feno grego, me entregaram ginkgo biloba e peco encarecidamente que realizem a troca na minha residencia. obrigada!",0
porque toda vez que tento rastrear meu produto nao e possivel,0
chego muito rapido recomendo,1
ate o momento nao recebi meu produto,0
"segunda vez que faco esse pedido,e sempre mesma coisa. melhor pra imagem de vcs cortar essa parceiria.decepcao total,me sinto trouxa",0
eu nao recebi meu produto no meu endereco. comprei pela internet pelo comodismo mas me enganei. o produto esta nos correios de itaitinga que e muito longe e nao tenho tempo de buscar. estou decepciona,0
o calor do frete saiu quase a metade do preco do produto. acho q precisa avaliar esse valor.,1
"pedi dois produtos, veio apenas um",0
"chegou antes do prazo, porem tive que retirar no correio, mesmo no ato da compra tendo optado pela entrega na minha residencia.",1
otima entrega!,1
"quero devolver o produto e nao consigo. no site diz que a pulseira possui pederneira, mas nao tem. sem dizer que comprei 5 e chegou apenas 1.",0
estou esperando a segunda parte da encomenda so recebi uma parte do pedido.... continuo no aguardo obrigada,1
comprei dois controles universais para ar condicionado e infelizmente recebi controles para tv 3d samsung.,0
"produto entregue dentro do prazo, conforme anunciado estou muito satisfeito.",1
muito satisfeito com a compra e o atendimento,1
excelente produto.,1
muito bom.,1
recebi um dos produtos ate antes do prazo estipulado. tudo perfeito e otimo atendimento.,1
"recomendo, produto muito bom!",1
falta duas unidades do outro produto que comprei.,0
"o produto chegou no prazo, acordo com o que esta na foto, porem o mapa nao e completo, algumas partes nao aparecem... nao gostei.",0
"nao tenho que reclamar o site das lojas lannister estao de parabens, nunca tive problemas com compra ou na entrega.",1
recomendo a todos,1
"como sempre o stark entrega bem rapido, antes ate do prazo previsto. recomendo sempre.",1
entregou antes da data prevista.estou satisfeito com o produto,1
"o pedido foi entregue ate antes do prazo determinado, chegou bem embalado sem nenhuma avaria, vendedor correto e de palavra, parabens a equipe.",1
produto parece bom. ainda nao usei.,1
"bom produto e bom atendimento, recomendo👍",1
"adorei, chegou super rapido. perfeito",0
"rapidez na entrega , e um produto de otima qualidade!",1
meu produto nao foi entregue!! quero meu dinheiro de volta!,0
"recomendo, produto excelente e chegou muito antes do prazo! parabens!!!",1
muito bom,1
tudo dentro do combinado,1
otimo vendedor,1
"ate agora nao recebi o produto, e ja foi descontado 2 prestacoes no meu cartao, estou esperando solucao do stark para nao tomar medidas mais drasticas.",0
chegou antes do prazo. muito bem embalado. o produto e lindo e to muito satisfeito. obrigado.,1
"chegou bem antes do prazo! estou satisfeita com meu produto, condiz com o anunciado! chegou bem embalado, com papel de presente compraria novamente!",1
tudo certo,1
"excelente, entrega dentro prazo.",1
excelente atendimento entrega antes do prazo,1
muito bem,1
"comprei e ate agora nada de chegar, prazo pro dia 09, e ate agora nem sinal.",0
eu esperava q o produto fosse um pouco melhor.,1
nao chegou o produto,0
otima,1
chegou quebrada.,0
"otimo produto, adorei, chegou antes da data prevista para entrega, porem tive que ir buscar nos correios e so me comunicaram isso 1 dia antes do produtor retornar para o fabricante.",1
entrega super rapida e produto maravilhoso. adorei !!!!,1
"excelente loja, super confiavel , entrega no prazo, preco bom, satisfacao garantida.",1
otimos produtos,1
gostei produto veio bem embalado e de qualidade modelo certo .,1
gostei de comprar com vcs,1
chegou muito rapido. a bolsa e de muito boa qualidade e tem um tamanho otimo pra viajar.,1
"atendimento espetacular. tive problemas com o correio local, nao com a empresa do produto.... a empresa se desdobrou e recebi meu produto 4 dias depois da devolucao do correio.., nota dez pra vcs.",1
o produto foi entregue antes do prazo previsto parabens pela pontualidade.,1
gosto muito de compra na loja pois sempre chegar certo bom atendimento obrigada pelo caminho,1
o produto foi entregue antes do prazo. muito satisfeita,1
entrega rapida produto em dia,1
frete gratis para clientes compras realizadas no mesmo ano.,1
"tudo ok , como sempre na lannister. parceiros excelentes honram o nome da empresa. obrigado",1
entregaram antes do prazo! show!,1
recomendadissimo este produto. atendimento nota 10. entrega antes do prazo. vou comprar mais.,1
responsabilidade e correcao com a compra,1
"o produto e pequeno, porem de boa qualidade, e muito lindo!",1
otimo vendedor! recomendo a todos!,1
gostei muito recomendo,1
tem que cumprir com a data da entrega fiquei decepcionada por atrasar tanto era um presente de aniversario,0
produtos de qualidade,1
exelente,1
"atendeu as expectativas. a chapa para colocar o apagador veio um pouco torta, mas nao e nada demais. o quadro em si se encontra em perfeito estado.",1
perfeito,1
continue assim,1
cobraram 2 fretes para mesmo produto pois tinha comprado 2 unidades achei isso muita sacanagem !!!,1
amei...entregue antes do prazo.obrigada!,1
"comprei um plafon com cristal e dois pendentes, consta no e-mail que me encaminharam que foi entregue, mas os pendentes nao recebi, somente o plafon.",0
"mandaram no prazo correto. mas nao encaminharam a nota fiscal com o valor correto. mandaram nota baixa e estava descrito apenas um produto, com o valor muito mais barato do que eu realmente paguei.",0
"tem que retirar nos correios, muito incomodo",1
"produto entregue com sucesso, no prazo, excelente produto, a loja esta de parabens.",1
entrege antes do prazo,1
"produto otimo,atendeu minhas expectativas. entrega super rapida.",1
"so gostaria que tomassem mais cuidado com endereco, pois uma de nossas compras foram no endereco antigo em sp. para nossa sorte conhecemos o novo morador, que recebeu e nos avisou. obg",1
adorei o produto otimo e recomendo.,1
gostei muito recomendo...,1
mais bonita do que eu estava esperando.,1
recebi meu produto e esta quebrado. nao consigo devolver pq o site das americas nao deixa. preciso de um retorno,0
"produto dentro do discriminado, entregue antes do prazo. recomendo!!",1
pedi e chegou no tempo e o produto certo!,1
otimo,1
muito bom recomendo pra todos,1
tudo conforme o anuncio,1
ja e a segunda vez que peco esta carteira e nao me entregam,0
verdadeiro desrespeiro com o consumidor. e inaceitavel empresas agirem desta forma. so nao devolverei devido a burocracia deste lamental pais.,0
"compra , prazo , produto e entrega nota 10 . recomendo.",1
estou aguardando ainda o recebimento do produto.,0
"o produto chegou com defeito,nao esta ligando",0
recebi o produto no prazo e bem embalado.,1
"gostei bastante, chegou antes do previsto, sugestao colocar mesmo que para vender separado todo mas colocar todo o kit inclusive o jogo de lencol que esta na foto de mostra do kit cobre leito.",1
muito bom,1
"pedido correto, antes do prazo. porem, a pelicula ja veio um pouco trincada na lateral esquerda.",0
"melhor atendimento, entrega no prazo ,enfim melhor site para se comprar.",1
"sem palavras, surpreendente.",1
a data de entrega foi perfeita.,1
"muito satisfeita, produto de otima quelidade, entrega rapida. recomendo.",1
"compra rapida e sem problemas! produto de alta qualidade, recomendo",1
chegou 10 dias antes,1
"produto bem embalado. entrega demorou mais que as concorrentes, porem foi 2 dias antes de vencer o prazo.",1
produto de excelente qualidade. totalmente recomendado para auqles que prezam por sofisticacao e qualidade,1
nao entra em contato para solucionar o estorno da compra,0
"dos 3 itens que comprei, recebi apenas 1item. foi rapida a entrega, que foi a pelicula de vidro. porem nao atingiu as expectativas pois nao cobriu toda a tela, e parece ser fragil.",0
otimo produto.chegou dentro do prazo.,1
"recebi uma nota e email informativo da entrega do produto, o mesmo ainda nao ocorreu. gostaria de saber o motivo.",0
"entrega rapida, dentro do prazo. produto de boa qualidade, foi para presente a escolha da mae/gestante e ela adorou, atendeu as expectativas.",1
excelente produto. entrega rapida!,1
"a entrega atrasou demais, eu ja estava cancelando.",0
entrega super rapida. cubo muito bom. vale a pena comprar.,1
tudo foi entregue,1
o produto (luminaria pendente) veio todo amassado. e ainda nao obtive resposta da loja que vendeu.,0
"ja solicitei a troca , pois o produto vendido pela loja nao e idoneo",0
"nao recebi a encomenda descrita, encomendei a esquerda e veio a direita, sendo que estava descrito no titulo ""esquerda""",0
entrega muito rapida antes do prazo,1
tudo otimo,1
"vende um produto na foto vermelho e manda outro, que por sinal veio de outra marca e na cor verde, totalmente fora do que anuncia no site... nunca mais compra nesta loja.",0
comprei uma colcha com 2porta traviceiro e um coracao de decoracao e o que recebi foi um lencol nada a ver com o que comprei sem capa de traviceiro sem nada,0
"embalagem do produto muito arranhada, parecia que tinha caido varias vezes",1
"produto excelente,amei tudo!",1
muito bom!! foi entregue bem antes do prazo. super recomendo!!!,1
otimo produto e pontualidade,1
muito bom entregou antes do prazo,1
a encomenda chegou antes da hora. tudo veio conforme as especificacoes. recomendo o vendedor.,1
"o prazo apresentado no momento da compra era um, mas depois que efetuei o pagamento mudou sendo postergado para apos o natal. e mesmo assim chegou dois dias depois do informado.",0
muito bom,1
na foto mostra o kit com 36 canetas e na descricao o com 30. engana o comprador.,0
"otimo produto, compensar muito. comprarei mais pares de pantufas",1
"o produto chegou, sem defeito e bem embalado;de acordo com o meu pedido",1
seria melhor se o prazo nao fosse tao longo. mas chegou antes da data prevista!,1
100 %.,1
recebi apenas uma unidade e compramos duas,0
"a loja eu recomendo, o que nao recomendo e compras no lannister.com, pessimo atendimento para devolucoes e trocas, nao tem atendimento online, pelo telefone so te enrolam e nao atendem, por email nao",0
"o pedido chegou errado, faltando um item , paguei por dois retrovisores e recebi somente um,!!! aguardo solucao urgente!!!",0
comprar na lannister e compra garantida,1
"o jogo e aparentemente e bom.. so tive q fazer os arremates,(muita linha solta) mas as costuras parecem ser resistentes....",1
me ajuda bastante!,1
"ainda nao posso avaliar nem o estado do produto nem a loja,quando chegar farei uma avaliacao justa .",0
a entrega foi efetuada dentro do prazo previsto fiquei satisfeita.,1
gostei muito da loja lannister obrigada,1
tem que ser mais rapido a entrega,0
muito boa loja e seria no mercado.,1
"o prazo de entrega estava para o dia 29/03 e ate o momento nao recebi o produto, estou muito insatisfeito.",0
adoro comprar na lojas lannister!!!a entrega era p 20 dias!! comprei e em 3 dias chegou p outro estado!!! era um presente ameiiiiii,1
parabens!!!!,1
produto bom. a torneira so e alta demais.,1
um absurdo a baratheon nao manter contato com seus parceiros liguei para informar que precisaria trocar o endereco de entrega e fui informada que o shotime nao poderia fazer essa alteracao...pessimo,0
nao veio nenhum desenho no produto e se for so ilustrativo entao que tire . ninguem merece comprar algo por um detalhe e quando chegar nao ter esse detalhe.,0
ainda nao recomendaria pq nao recebi o produto,0
chegou no prazo estipulado. porem veio faltando umas pecas pequenas que da o acabamento. a cadeira o material percebo nao ser muito resistente.,0
muito boa a compra,1
mas acho que talvez nao foi entrgue no prazo!!! nao sei se realmente foi entregue no prazo...nao prestei muita atencao!!!entregaram no dia 10/07!! att,1
chegou antes do prazo,1
muito bom,1
"a forma e mais fina que as minhas e enviaram por correio, compro no baratheon porque enviam por transportadora que eu prefiro pois aqui e area restrita e tive que retirar na agencia.",1
"imediatamente apos eu efetuar o pagamento, recebi um email avisando que o produto nao estava disponivel. entrei em contato com o baratheon 02 vezes, mas nao querem devolver meu dinheiro.",0
"ainda nao recebi o produto. sendo assim, nao posso opinar sobre ele. quanto a loja, deixa a desejar quanto aos prazos.",0
muito corretos,1
otimo custo beneficio,1
faltou item descrito me ligue 34 99978 4951,0
otimo,1
"comprei 3 luminarias, recebi apenas 1(uma) e consta no pedido que recebi as 3. e agora o que eu faco? preciso das 3 pq e uma composicao. to de maos atadas.",0
produto excelente,1
produto entregue pela metade so recebi a mochila dos carros as formas nao vieram,0
gosto mto de comprar com vcs.,1
fiz dois pedidos nenhum entregue e estou pagando,0
nao recomendo. nao recebi e ja esta sendo cobrada a parcela na minha fatura de maio,0
impossivel avaliar sem o produto em maos,0
"produto nao entregue no prazo e nenhuma satisfacao nem do vendedor e nem so site, um absurdo pois ja paguei a fatura do cartao e meu produto nao chegou ainda, estou precisando do mesmo, insatisfeito.",0
"meu problema foi com os correios. o carteiro esqueceu ou nao conseguiu entregar no dia e lancou como entregue, porem entregou efetivamente so no dia seguinte. lannister e loja parceira tudo top.",1
veio como eu esperava produto muito adorei recomendo a todos!!,1
minha experiencia fui simplesmente a pior possivel!!! o produto chegou sim!!! porem com defeito!!! simplesmente nao funcionou. eu estava me preparando pra proxima compra mais foi decepcao total.zero?,0
"gostei, recomendo.",1
"todos os setores estao de parabens, continuem assim com esse trabalho, pois o sucesso vem com um passo apos o outro.",1
muito bom,1
"chegou no prazo. so nao dei cinco estrelas porque a nota fiscal nao foi enviado no e-mail, e a que acompanhou o produto foi uma impressao miniatura ruim",1
mercadoria chegou em otimo estado e da forma que eu desejava.,1
o produto superou minhas expectativas. parabens pela qualidade do produto.,1
"o atendimento foi muito bom, a rapidez na entrega superou minhas expectativas e o produto foi entregue em uma embalagem de protecao, alem claro do item estar funcionando perfeitamente bem!",1
amei a bolsa. recebi no prazo combinado,1
a mercadoria aida nao chegou,0
"me entregaram um produto diferente do que eu queria, com cor e tamanho diferente. estou muito insatisfeita e nao comprarei mais !!!!!!!!!!!!!!!",0
a empresa deixou disponivel a venda como se tivesse em estoque depois de 25 dias me falaram que nao tinha a camisa.,0
ola...o produto nao foi entregue em minha residencia.,0
o aparelho atende as expectativas.,1
tomara q dure pois e de pelinho.,1
"chegou super rapido , enviaram por sedex , estao de parabens",1
"prazo de entrega enorme, produto nao entregue e nenhum contato com explicacao.",0
"o produto foi entregue no prazo e funcionando perfeitamente, detalhe apenas do longo prazo de entrega para certas cidades de interior, mas recomendo a loja!",1
produto de boa qualidade. e o que eu esperava.,1
"produto dentro das expectativas, boa qualidade e bonito. recomendo!",1
muito bom,1
tudo bem embalado veio com seguranca nao quebrou nada excelente.,1
ate o momento tudo formidavel,1
bom produto e chegou rapido,1
qualidade m.boa,1
"recomendo super rapida a entrega,chegou antes do prazo.",1
"a mercadoria veio muito bem embalada, por se tratar de um filtro de barrro. parabens pelo bom trabalho. e pela rapidez da entrega.",1
recomendo o vendedor a todos.,1
"comprei 2 ventiladores, recebi apenas um sinalizando para lannister. no site consta que me foi entregue os dois. ate agora, nao obtive resposta. muito decepcionada.",0
o produto nao esta funcionando.,0
"produto de baixa qualidade, diferente do que a imagem passa, fino e fragil",0
"eu recomendaria sim a joga devido a demora na entrega nao compro mas no site , so comprarei na loja fisica.. ainda nao recebi meu produto estou muito insatisfeita com a demora.",0
a entrega foi realizada antes do prazo.,1
gostei da troca de produto,1
adoro o perfume,1
"o produto chegou antes do prazo, muito bem embalado. igual ao que mostrava na foto. excelente!!!!",1
"muito bom o produto.chegou com atraso, no entanto a culpa foi dos correios pois o mesmo foi postado rapidamente.",1
bom,1
"o quadro e lindo, de boa qualidade. chegou muito bem embalado, em perfeito estado. parabens a lannister.com e a loja parceira (targaryen).",1
"chegou antes do prazo, produto muito bem embalado, perfeito! recomendo """,1
adorei k produto. entregue antes do prazo super jndico,1
muito bom,1
"preciso que entre em contato comigo, estou com duvidas, sobre minhas compras.",0
"as compras que fiz no site das lannister, sempre deram certo.",1
chegou bem antes do prazo,1
excelente,1
produto original otimo,1
"ele e maravilhoso, muito bonito, amei <3",1
"meu pedido foi uma bola de futebol de campo conforme esta especificado acima, so que me entregaram uma bola de futsal, eu nao jogo futsal, achei que havia pedido errado, mais o erro foi da loja.",0
"gostei muito dessa experiencia. e me surpreendi, pois recebi meu produto antes do prazo, e estou contente, pois achei que nao o receberia antes de viajar. super recomendo!!",1
"muito bonita a cortina, so deveria ser um pouco melhor o material desfia muito facil ,mais pelo ta otimo!!!",0
produto entregue como combinado,1
"poderia ter chegado um pouco antes, mas ta tranquilo!",1
produto de qualidade!,1
entrega rapida.,1
nao responde as solicitacoes de atendimento.,0
eu comprei as bacias e achei que era as bacias grandes e vieram pequenas eu nao gostei eu queria os jogos de bacias grandes ate a pequena acredito que e as la cusine,1
"produto bom mas, veio com a base manchada e arranhada. o controle de qualidade deve ser mais rigoroso.",0
desde o dia 4.04 que nao ha atualizacao no status da minha entrega. o produto deveria ter chegado dia 19.04 e ate agora nada. ja entrei em contato 3 vezes e nao obtive resposta. descaso com o cliente.,0
recebi somente uma maquina de moer carne sendo que comprei duas gostaria de saber o porque nao veio a segunda? o carrinho que comprei tambem nao chegou,0
eu cancelei o produto e mesmo assim o produto chegou e pior ainda chegou errado. estou tentando exaustivamente um dialogo simples e facil com a lojas lannister que foi por onde eu adquirir o produ,0
otimo preco e uma facilidade em poder localizar no site.,1
paguei por 2 produtos e so recebi 1. a pelicula nao veio!!!,0
o que mata e o prazo da entrega!,1
otima,1
recomendo,1
comprei bege e veio preto com desenho diferente,0
espero obter uma resposta para minha encomenda. comprei 3 controles remotos para ar condicionado e apenas recebi 1 controle komeco e dos 2 controles elgin pedidos e pago so foi entregue 1 controle elg,0
"produto exatamente como esperado, entrega super rapida.",1
recebi antes do esperado produto de otima qualidade !! recomendo a quem que economiza e te algo de boa qualidade e no praso certo.,1
tenho otimas experiencias com a loja.,1
"na minha cidade nao havia encontrado a capa e pelicula para o modelo do meu celular, deu tudo super certo, veio no prazo e bem embalado. recomendado!",1
"produto bem embaldo ,chgou antes do prazo tudo correto ... recomendo",1
"gostei muito da compra, chegou bem rapido!",1
bom produto e com bom preco.,1
ja tinha um dele modelo de plastico....e borracha...agora neste material. e um otimo relogio.... otimas funcoes. recomendo.,1
"entrega antes do prazo, continuarei a comprar.",1
gostei da mochila,1
........................,1
muito bom!,1
mandaram pro endereco errado.vou buscar na central do correio,1
o melhor!!!,1
"o produto de otima qualidade, chegou embaladinho pra presente, lindo, lindo!!!",1
ok,1
"acabei de tirar o produto da embalagem e fui usar, constatei que estava com o gatilho quebrado, me molhei todo e alem disto constatei que a embalagem interna que veio o produto, estava aberta,",0
a tampa de cook top chegou toda quebrada. pedi a devolucao.,0
"super recomendo ,adorei.",1
"recebi a encomenda, mas poderia ser breve a entrega,e sem frete pela tamanha da encomenda.",1
otimo...,1
recomendo a todos,1
"nao recebi o meu produto e ao enviar um pedido de suporte, nao fui respondido dentro do prazo",0
excelente. entrega no prazo,1
chegou rapidinho.,1
seria maravilhoso se diminuissem o custo do frete que ainda e muito caro.,1
"produto lindo, otimo melhor q esperava",1
"gostei muito do produto que comprei,satisfez todas as minhas expectativas!voltarem e indicarei as minhas amigas tambem.",1
comprei o produto dia 06/10/2016 hj e 15/12/2016 sendo que era 38 dias de entrega ja fazem mais de 60 dias e nada nao recebi o produto nao consigo ligacao pras as lannister so da ocupado,0
"entrega rapida, produto conforme especificado no site, correspondeu minhas expectativas.",1
entregou dentro do prazo....,1
nota 10,1
gostei bastante,1
minha primeira compra de muitas!!! deu td certo chegou 1 semana antes da data prevista.,1
produto chegou rapido muito bonito e boa qualidade,1
"minha encomenda chegou antes do prazo estipulado ,porem o produto veio em desacordo com o pedido ,ao inves de vir um cartucho pg 145 preto e um cartuchu pg 146 color ,vieram os doi pg 145 preto . e ag",0
bom produto.,1
chegou direitinho,1
"entregou antes do prazo, apesar de nao ter o sabor escolhido, o seller foi atencioso, ligou no dia seguinte, me dando outras opcoes. super recomendo, entrega a jato!",1
"so nao gostei das fragrancias, bem enjoativas e doces.",0
"mandei uma reclamacao para a americanad tambem, nao me retornaram. ao inves de vir cadeira cromada, veio com base de plastico.",0
mercadoria nao chegou!! quero meu dinheiro de volta.,0
o tecido nao e algodao mas pelo preco vale super a pena. e linda!,1
chegou corretamente mas atrasou. o produto e muito bom.,1
facil de comprar sem burocracias muito bom,1
chegou no prazo! em otimas condicoes,1
produto recebido com conforme anunciado. cliente satisfeito.,1
"entrega muita rapida, recomendo a todos.",1
utilizei no capacete e eliminou o cheiro de suor. compra entregue em 2 dias - muito eficiente quando nao utilizado os correios!!!,1
"solicitei o cancelamento antes da entrega, quero exercer meu direito de arrependimento, devolver o produto e receber meu dinheiro de volta. o site da stark dificulta o processo e nao sac",0
entrega correta. satisfeita,1
tudo ok,1
otimo,1
"apos a espera de mais de um mes de espera, a data informada de entrega nao foi cumprida.",0
recomendo,1
"otima compra, chegou antes do prazo",1
"o produto nao tem nada a ver com o que e anunciado, e de baixa qualidade. nao recomendo, fiquei muito decepcionada com a compra, vou devolver e pegar meu dinheiro de volta.",0
"excelente, compre um produto e recebi outro mais atualizado",1
adorei.,1
eu estava esperando um de moto e veio um de bicicleta,0
"ultrabook muito bom, rapido e bonito... e lannister como sempre entregando antes do prazo!",1
"sempre compro no lannister.com, porem dessa vez tive uma experiencia ruim, ja passou o prazo de entrega e eu nao recebi minhas poltronas alem de ter pago um frete abusivo",0
"o produto foi entregue corretamente, porem senti falta de informacoes sobre as dimensoes do produto.",1
muitom bom o produto e o site recomendo sim....,1
"otimo produto chegou antes do prazo, porem o frete muito caro",1
recebi o produto no prazo e bem embalado!,1
sinceramente ainda nao sei,1
otimo,1
entrega rapida! excelente material!,1
empresa maravilhosa!!!! entrega efetuada muito antes do prazo!! muito obg!!! muito feliz por mais um sonho realizado! !!,1
produto veio ate antes do prazo. chegou certinho,1
produto bom e de qualidade,1
produto entregue antes do prazo,1
site muito bom.,1
recebi o produto conforme anunciado.,1
"produto de qualidade,tive problema na entrega porem foi tudo resolvido em 24hs",1
a caneta espia nao funciona queria que voces manda se outra para mim poquer que voces mandou nao funciona nao carrega nao posso ficar com ela sim,0
o produto nao e adequado ao que condiz na descricao.,0
produto de otima qualidade e atendimento nota 10. entrega muito eficiente bem antes do prazo dado. parabens.,1
nao recomendo mais essa loja. perdi a credibilidade com voces.,0
"produto chegou com muito atraso, embalagem danificada, produto veio faltando uma porca(parafuso) para montagem, correio nao entregou, tive que busca-lo. nao recomendo.",0
obrigado,1
entrega antes do prazo super bom...,1
produto de ma qualidade,0
ainda nao recebi o produto e nao consigo entrar em contato com niguem para resolver isso!,0
"apesar do produto estar ok, a caixa estava amacado e houve um pouco de vazamento de tinta. acho que faltou uma etiqueta de fragil. de resto tudo ok.",1
"entregaram os produtos, mas, nao cumpriram o prazo de entrega passou do prazo.",0
bom,1
chegou antes do previsto!! super recomendo!!,1
esta de parabens.,1
material muito bom. design robusto . cumpre o que promete.,1
comprei um atuador de freio para minha maquina...paguei a vista...fiquei quase 20 dias esperando paguei o frete...e quando recebo o produto uma decepcao...mandaram produto errado...enviaram uma placa,0
"comprei esse produto em outro site, esperei mais de trinta dias uteis, para depois ser anunciado que estava esgotado! resolvi comprar novamente pelo site das lannister, nao tive nenhum problema! okok",1
sempre comprei e fui muito bem atendido.,1
show,1
nao a loja melhor de se comprar rapido e agil nas entregar parabens,1
15 antes dias antes do prazo!!! peca impecavel sem defeitos. bem embalado.,1
"com relacao a compra e entrega, so tenho a elogiar. muito obrigada!",1
nao e como a foto!,0
podem confiar. muito boa.,1
produto chegou certinho no prazo,1
"eu fui na lojas lannister pra comprar no site lannister pensando ser seguro mero engano, me enviaram embalagem com nota nao sei se e e verdadeira ,o produto nao veio e paguei a vista no dinheiro.",0
podem comprar muito bom facil de limpar,1
loja sempre pontual recomendo,1
nao foi entregue o produto,0
lindo! entrega rapida!,1
"entrega rapida, e gostei muito do creme!",1
"recebi o produto antes do prazo previsto, recomendo.",1
gostei chegou dentro do prazo,1
muito bom nao fica froxo onde conecta firme,1
o prazo era ate dia 23/03 e ate o momento nao recebi. quero saber o que esta acontecendo.,0
"1 de 2 cartuchos nao funcionou; mensagem de incompatibilidade e, depois, nenhuma impressao apos ajustes nas configuracoes e paginas de teste. solicitei devolucao e troca deste cartucho; o outro ok.",0
"otimo produto, entregue antes do prazo recomendo",1
nao tive a oportunidade de usar .. espero que esteja tudo certo...,0
prazo de entrega amplo demais. mas comprei sabendo disso. produto entregue no tempo certo.,1
agredido que houve algum equivoco o protudo que foi entregue foi tv box mxq-4k que esse conta como esta em transporte fico no aguardo 48-991287040,0
gostei do atendimento,1
de tres produtos somente um foi entregue quero saber por que falto dois e esta dando e status entregue,0
"o site diz que sao toalhas felpudas, mas na vdd sao horriveis e finas. me decepcionei muito! de fato, sao lindas porem usarei somente para decoracao",0
"lannister me decepcionou, sempre compro pela internet, ja tive que fazer devolucao e troca de produtos e nunca foi tao dificil quanto em minha experiencia com lannister.com.",0
otimo produto.,1
lindo... otima qualidade.. super indico,1
produto entregue corretamente e dentro do prazo,1
foi muito rapido. recebi muito antes do previsto. empacotaram e enviaram ligeiro.,1
produto excelente entrega rapida !!!!,1
estou usando o produto e espero obter os resultados satisfatorios.,1
"so nao entendi porque eu pedi tres mercadorias no mesmo pedido e so recebi uma. ainda estou no aguardo dops cabos. nao posso dizer que o pedido foi todo entregue, uma vez que recebi somente um produto",1
"lavabo bem bonito e igual a descricao, veio com uma mancha bem pequena, mas nada que seja um problema, recomendo.",1
"produto entregue antes do prazo,muito satisfeita.",1
"produto entregue no prazo, muito bom!",1
entregue ate antes do prazo.,1
atendeu as expectativas dentro do prazo indicado. nao ocorreu nenhum imprevisto relacionado ao produto.,1
"chegou antes do prazo, super indico, produto mto bom!",1
produto com baixa qualidade e resistencia.,0
"produto de qualidade, entregue no prazo, e bem embalado.",1
entrega antes do prazo.,1
"comprei 2, apenas 1 foi entregue. estou no aguardo.",0
